주유소명,전화번호,재고유무,판매단가(원/리터),결제일자,결제시간,정제도로명주소,정제지번주소,정제WGS84위도,정제WGS84경도
산들주유소,031-356-9545,Y,1200,2023-07-10,18:30:08,경기도 화성시 남양읍 시청로 270,경기도 화성시 남양읍 무송리 212-12번지,37.1923270891,126.8385726832
파주셀프주유소,031-947-8494,Y,1200,2023-07-10,18:50:43,경기도 파주시 조리읍 파주로 1077,경기도 파주시 조리읍 등원리 399번지,37.7520194495,126.8003961061
(주)서율주유소 상하점,031-283-2242,Y,1200,2023-01-17,11:33:00,경기도 용인시 기흥구 어정로 52,경기도 용인시 기흥구 상하동 639-1번지,37.2710126478,127.1372862739
원우주유소,031-529-2965,Y,1200,2023-03-18,15:52:30,경기도 남양주시 진건읍 진건오남로 237,경기도 남양주시 진건읍 용정리 464번지,37.6689377920,127.1872571791
씨엘무역동두천지점 주식회사,031-863-8651,Y,1200,2023-03-04,13:31:03,경기도 동두천시 평화로 3122,경기도 동두천시 하봉암동 70-5번지,37.9648450842,127.0668004957
만남주유소,031-633-6636,Y,1200,2023-04-20,10:09:00,경기도 이천시 부발읍 중부대로 1500,경기도 이천시 부발읍 마암리 46번지,37.2818327940,127.4758930698
주식회사 양지남부대로주유소,031-378-4980,Y,1200,2023-07-10,18:45:16,경기도 오산시 남부대로 10,경기도 오산시 벌음동 140-23번지,37.1362022109,127.0374441428
장미주유소,031-761-2549,Y,1800,2023-07-10,18:34:21,경기도 광주시 경충대로 1920,경기도 광주시 장지동 560-1번지,37.4071924814,127.2272412522
삼미상사(주) 합정셀프주유소,031-653-5151,Y,1800,2022-06-22,11:13:48,경기도 평택시 평택4로 28,경기도 평택시 합정동 963-4번지,36.9904344983,127.0999546884
HD현대오일뱅크㈜직영 희망주유소,031-722-0396,Y,1800,2023-07-06,18:52:53,경기도 성남시 중원구 희망로 28,경기도 성남시 중원구 도촌동 504번지,37.4147765746,127.1468438015
HD현대오일뱅크㈜직영 장항IC셀프주유소,031-904-5152,Y,1900,2022-03-31,12:15:23,경기도 고양시 일산동구 백마로 56,경기도 고양시 일산동구 장항동 541번지,37.6441776883,126.7621100529
현대오일뱅크㈜직영 비전현대Self주유소,031-651-5188,Y,1900,2023-07-10,21:10:18,경기도 평택시 경기대로 572,경기도 평택시 세교동 629-1번지,37.0055692781,127.0841173113
(주)에스디에너텍 베스타주유소,031-351-5199,Y,1900,2023-07-10,12:49:52,경기도 화성시 우정읍 포승향남로 1129,경기도 화성시 우정읍 이화리 471-11번지,37.0480508993,126.7968114005
HD현대오일뱅크㈜직영 별내1호셀프주유소,031-527-5188,Y,1900,2022-04-04,00:00:54,경기도 남양주시 송산로 149,경기도 남양주시 별내동 969번지,37.6557727803,127.1293575137
HD현대오일뱅크㈜직영 천천현대셀프주유소,031-269-5151,Y,1900,2022-04-07,12:26:08,경기도 수원시 장안구 덕영대로 557,경기도 수원시 장안구 천천동 521번지,37.2952142377,126.9819997315
HD현대오일뱅크㈜직영 경원셀프주유소,031-751-6051,Y,1900,2022-05-11,07:55:40,경기도 성남시 수정구 성남대로 1414,경기도 성남시 수정구 복정동 693번지,37.4561150496,127.1268173606
HD현대오일뱅크㈜직영 농수산주유소,031-568-5151,Y,1900,2023-03-30,12:19:29,경기도 구리시 동구릉로136번길 90,경기도 구리시 인창동 127번지,37.6090357307,127.1461652473
동일석유㈜신내IC주유소,031-858-3336,Y,2000,2022-04-04,19:15:12,경기도 양주시 평화로 1998,경기도 양주시 봉양동 807-4번지,37.8659045637,127.0605361525
하늘에너지(주)대창주유소,031-252-5151,Y,2000,2022-06-26,07:50:27,경기도 수원시 팔달구 경수대로 682,경기도 수원시 팔달구 우만동 489-14번지,37.2862916244,127.0275132632
참좋은주유소,031-232-2165,Y,2000,2023-07-10,20:57:43,경기도 수원시 권선구 정조로 599,경기도 수원시 권선구 세류동 147-3번지,37.2623763355,127.0138249168
삼성주유소,031-662-7056,Y,2000,2023-07-01,14:24:53,경기도 평택시 탄현로 344,경기도 평택시 지산동 743-1번지,37.0826160215,127.0571555140
해양산업단지주유소,031-357-5136,Y,2000,2023-07-10,09:18:42,경기도 화성시 서신면 전곡항로 382,경기도 화성시 서신면 전곡리 558-2번지,37.1882606779,126.6837380196
HD현대오일뱅크㈜직영 안산중앙주유소,031-486-7547,Y,2000,2023-07-07,19:27:05,경기도 안산시 단원구 화정로 96,경기도 안산시 단원구 와동 852번지,37.3327177214,126.8225788779
삼미상사(주) 중앙셀프주유소,031-865-2520,Y,1800,2023-07-06,10:27:14,경기도 동두천시 평화로 2266,경기도 동두천시 지행동 478-1번지,37.8899932135,127.0572882292
대성산업(주)수원주유소,031-243-3535,Y,1800,2023-03-07,11:10:40,경기도 수원시 장안구 경수대로 868,경기도 수원시 장안구 조원동 763-23번지,37.2981516657,127.0136060313
C＆S유통(주)구도일주유소일류,031-257-1150,Y,1800,2022-11-09,07:31:14,경기도 수원시 장안구 경수대로 1029,경기도 수원시 장안구 파장동 606번지,37.3069069476,126.9991507706
(주)영화에너지,031-632-5182,Y,1800,2023-07-10,18:13:13,경기도 이천시 대월면 경충대로 1597,경기도 이천시 대월면 장평리 63-1번지,37.2226735511,127.5244263073
명호주유소,031-636-5175,Y,1800,2023-02-13,10:57:18,경기도 이천시 부발읍 중부대로 1744,경기도 이천시 부발읍 신원리 644번지,37.2893619339,127.4998195203
삼미상사(주) 시흥IC셀프주유소,031-435-5157,Y,1800,2022-11-09,10:09:35,경기도 시흥시 소사로 49,경기도 시흥시 계수동 380-16번지,37.4628529623,126.8002498657
주내주유소,031-953-4330,Y,1800,2023-07-07,15:29:31,경기도 파주시 파주읍 술이홀로 383,경기도 파주시 파주읍 연풍리 440-7번지,37.8311361326,126.8298656592
삼미상사㈜ 보라self주유소,031-282-2381,Y,1800,2023-07-11,01:21:28,경기도 용인시 기흥구 용구대로 1835,경기도 용인시 기흥구 보라동 459-1번지,37.2519515209,127.1045751281
경일석유(주)신신주유소,031-903-5633,Y,1800,2023-07-10,19:24:03,경기도 고양시 일산동구 백마로 32,경기도 고양시 일산동구 장항동 541-28번지,37.6423477563,126.7606319612
부천하이웨이주유소,032-326-5104,Y,1800,2022-07-13,15:28:27,경기도 부천시 송내대로 369,경기도 부천시 상동 499-6번지 1층,37.5160876156,126.7604537167
현대오일뱅크㈜직영 효행로셀프주유소,031-234-5715,Y,1800,2023-07-10,09:58:14,경기도 화성시 효행로 767,경기도 화성시 안녕동 39-1번지,37.2036872120,127.0140551268
(주)삼호SW주유소,031-362-6830,Y,1800,2022-04-14,17:20:22,경기도 시흥시 시화벤처로 358,경기도 시흥시 정왕동 2668-1번지,37.3150587890,126.7158753030
초이주유소,02-3426-8175,Y,1800,2023-07-07,14:29:39,경기도 하남시 천호대로 1427,경기도 하남시 초이동 62-1번지,37.5448758166,127.1672526270
삼미상사(주)일산제일주유소,031-975-5159,Y,1800,2022-06-30,11:15:43,경기도 고양시 일산동구 고봉로 473,경기도 고양시 일산동구 성석동 1305-24번지,37.7007699522,126.7807996829
푸른현대주유소 (주)더 일신,031-245-8669,Y,1800,2023-07-05,14:05:07,경기도 수원시 팔달구 팔달로 137,경기도 수원시 팔달구 화서동 71-10번지,37.2807808349,127.0046596128
(주)태양주유소,031-771-3674,Y,1800,2022-03-26,09:05:45,경기도 양평군 양평읍 양근로 316,경기도 양평군 양평읍 창대리 537-16번지,37.4824293969,127.5003845992
삼미상사(주)이천마장셀프주유소,031-638-5102,Y,1800,2023-07-06,18:47:02,경기도 이천시 마장면 중부대로 560,경기도 이천시 마장면 표교리 341-5번지,37.2550385251,127.3989603411
한강에너지(주),031-759-2834,Y,2000,2023-07-05,18:40:48,경기도 성남시 중원구 여수대로 147,경기도 성남시 중원구 여수동 1-1번지,37.4223241953,127.1188252755
대림에너지주유소,010-3648-3611,Y,2000,2023-07-08,13:46:38,경기도 남양주시 진접읍 금강로 1667,경기도 남양주시 진접읍 장현리 4-3번지,37.7388647439,127.1947491268
한신주유소,031-718-5151,Y,2000,2022-04-07,07:49:20,경기도 광주시 신현로 90,경기도 광주시 신현동 668-4번지,37.3599385296,127.1566655650
SK이화주유소,032-651-4924,Y,2000,2023-07-10,08:37:43,경기도 부천시 부천로 207,경기도 부천시 춘의동 167-7번지,37.5026649798,126.7865735959
SK에너지(주)직영 새천년주유소,031-494-5185,Y,2000,2022-08-22,17:36:26,경기도 안산시 단원구 정왕대로 424,경기도 안산시 단원구 신길동 249-20번지,37.3341393909,126.7561342660
해승주유소,031-314-6022,Y,2000,2022-09-21,11:26:42,경기도 시흥시 서해안로 1048,경기도 시흥시 방산동 787-3번지,37.4082352418,126.7552666630
서일석유(주)열린스타주유소,031-452-6246,Y,1400,2022-04-01,12:34:03,경기도 의왕시 모락로 117,경기도 의왕시 오전동 11-9번지,37.3685698598,126.9660348837
한내주유소,031-534-6993,Y,1400,2023-07-10,17:44:23,경기도 포천시 신북면 호국로 2323,경기도 포천시 신북면 만세교리 365번지,37.9545121629,127.2397088307
티지주유소,031-862-1915,Y,1400,2023-07-10,17:12:04,경기도 양주시 평화로 1915,경기도 양주시 봉양동 939-12번지,37.8598855943,127.0561951404
정인주유소,031-867-5155,Y,1400,2023-06-25,08:57:53,경기도 동두천시 평화로 3125,경기도 동두천시 하봉암동 69-7번지,37.9652664575,127.0661946457
(주)어하둥둥알뜰주유소,031-856-9991,Y,1400,2022-12-06,09:40:25,경기도 양주시 부흥로 1300,경기도 양주시 유양동 612-11번지,37.7873596173,127.0200367908
㈜에버에너지(갈담주유소),031-332-5182,Y,1400,2023-07-10,20:04:33,경기도 용인시 처인구 모현읍 백옥대로 2177,경기도 용인시 처인구 모현읍 갈담리 447-6번지,37.3191963472,127.2420060285
진현에너지 해오름지점,031-352-5189,Y,1600,2023-07-10,18:43:29,경기도 화성시 팔탄면 서해로 833,경기도 화성시 팔탄면 지월리 781-10번지,37.1357385889,126.8945153786
삼미상사(주)남현주유소,031-673-5192,Y,1600,2022-11-09,10:28:23,경기도 안성시 대덕면 서동대로 5049,경기도 안성시 대덕면 소현리 287-7번지,37.0236031833,127.2584898456
기쁨두배주유소,031-451-0101,Y,1600,2023-07-10,14:08:49,경기도 안양시 동안구 시민대로 67,경기도 안양시 동안구 호계동 899-9번지,37.3847910386,126.9418367627
송촌주유소,031-942-7800,Y,1600,2022-12-05,10:09:30,경기도 파주시 재두루미길 622,경기도 파주시 송촌동 697번지,37.7530031981,126.6868476479
HD현대오일뱅크㈜직영 목감주유소,031-403-8051,Y,1600,2023-07-10,16:32:37,경기도 시흥시 수인로 2335,경기도 시흥시 목감동 202-22번지,37.3877925749,126.8616549611
한길주유소,010-9751-6996,Y,1600,2023-07-10,17:22:32,경기도 이천시 증신로 42,경기도 이천시 갈산동 699-6번지,37.2820991517,127.4607203245
삼호에너지 파주아울렛주유소,070-4910-4007,Y,1600,2023-05-17,12:34:39,경기도 파주시 파주로 70,경기도 파주시 문발동 232-18번지,37.7241578604,126.6968536392
삼미상사(주)부천제일주유소,032-681-3737,Y,1600,2022-11-09,14:27:08,경기도 부천시 소사로 782,경기도 부천시 원종동 233-24번지,37.5258956702,126.8052181456
금곡주유소,031-681-5088,Y,1600,2023-07-04,21:14:17,경기도 평택시 안중읍 서해로 1209,경기도 평택시 안중읍 금곡리 550-4번지,37.0011429271,126.9432376758
풍천주유소,031-529-3357,Y,1600,2023-07-10,13:31:01,경기도 남양주시 진접읍 금강로 1842,경기도 남양주시 진접읍 팔야리 745-1번지,37.7488603571,127.2089652153
대신주유소,031-245-8952,Y,1600,2023-07-10,07:18:13,경기도 수원시 장안구 경수대로 1011,경기도 수원시 장안구 송죽동 440-4번지,37.3061388800,127.0008372203
이케이에너지(주)행운주유소,031-864-6995,Y,1600,2022-11-09,16:12:46,경기도 양주시 평화로 1772,경기도 양주시 회정동 60-8번지,37.8474328795,127.0546898741
HD현대오일뱅크㈜직영 중동대로셀프주유소,032-326-5188,Y,1600,2023-07-08,13:28:52,경기도 부천시 평천로 639,경기도 부천시 약대동 192-3번지,37.5153467665,126.7616152147
(주)삼표에너지삼표주유소,032-329-5151,Y,2000,2023-07-10,20:02:15,경기도 부천시 부흥로 317,경기도 부천시 중동 1120-4번지,37.4948067625,126.7779264406
시흥버스터미널(주)주유소,031-431-5146,Y,2000,2022-09-20,14:29:54,경기도 시흥시 옥구공원로 225,경기도 시흥시 정왕동 1745-6번지,37.3426269434,126.7358083430
(주)대화에너지,031-925-9120,Y,2000,2022-04-29,17:41:09,경기도 고양시 일산서구 탄중로 251,경기도 고양시 일산서구 탄현동 43-7번지,37.6938266565,126.7729382482
(주)원일유통 능곡주유소,031-972-7311,Y,2000,2022-04-01,13:53:17,경기도 고양시 덕양구 토당로 104,경기도 고양시 덕양구 토당동 283-8번지,37.6244926286,126.8175033719
만해유업㈜ 만해주유소,031-492-2500,Y,2000,2022-04-18,11:20:11,경기도 안산시 단원구 만해로 92,경기도 안산시 단원구 신길동 283-2번지,37.3285380789,126.7498233595
대동주유소,031-771-8960,Y,2000,2022-09-13,16:18:01,경기도 양평군 청운면 경강로 4220,경기도 양평군 청운면 가현리 593번지,37.5470943226,127.7108461042
대경석유(주) 구갈대경주유소,031-275-5116,Y,2000,2023-01-10,13:15:05,경기도 용인시 기흥구 중부대로 551,경기도 용인시 기흥구 구갈동 582-1번지,37.2722262631,127.1246702475
삼미상사(주)내촌IC셀프주유소,031-532-9551,Y,1700,2022-11-09,10:19:49,경기도 포천시 내촌면 금강로 2022,경기도 포천시 내촌면 음현리 521-5번지,37.7601680660,127.2222833511
(주)휴세코 희망주유소/충전소,031-925-5133,Y,1700,2023-07-10,20:49:01,경기도 고양시 일산서구 경의로 910,경기도 고양시 일산서구 덕이동 304-4번지,37.6984668399,126.7596439091
오늘주유소 고백점,010-9585-4300,Y,1700,2023-07-10,16:45:56,경기도 이천시 부발읍 중부대로 2033,경기도 이천시 부발읍 고백리 312-7번지,37.2940899144,127.5321328148
분당대일주유소,031-706-6037,Y,1700,2023-01-31,22:57:53,경기도 성남시 분당구 양현로 312,경기도 성남시 분당구 야탑동 348번지,37.4116062218,127.1242584458
(주)동강석유 남안산IC주유소,031-494-1080,Y,1700,2022-05-09,12:26:50,경기도 안산시 단원구 성곡로 279,경기도 안산시 단원구 신길동 1037-14번지,37.3299755016,126.7692238957
양평휴게주유소(서울방향),031-8027-2194,Y,1700,2022-06-15,18:03:13,경기도 양평군 양동면 여양3로 384-27,경기도 양평군 양동면 단석리 512-18번지,37.3986785581,127.7235581364
시흥하늘주유소(판교방향),031-481-8149,Y,1700,2022-05-30,13:32:51,경기도 시흥시 수도권제1순환고속도로 106,경기도 시흥시 조남동 198-17번지,37.3826018056,126.8552152694
안산주유소(강릉방향),031-403-5158,Y,1700,2022-05-03,07:00:43,경기도 안산시 단원구 영동고속도로 15,경기도 안산시 단원구 선부동 산1-50번지,37.3510830798,126.8186314385
마장프리미엄주유소(통영방향),031-638-7869,Y,1700,2022-05-15,11:34:08,경기도 이천시 마장면 중부고속도로 82,경기도 이천시 마장면 목리 산13-32번지,37.2627442492,127.4084798710
덕평(양방향)주유소충전소,031-635-8858,Y,1700,2022-11-28,11:40:22,경기도 이천시 마장면 덕이로154번길 287-74,경기도 이천시 마장면 각평리 319-2번지,37.2421930956,127.3884580714
한라주유소,031-762-0070,Y,1700,2022-08-15,15:37:23,경기도 광주시 포은대로 655,경기도 광주시 장지동 221-4번지,37.3846930642,127.2429001063
안일주유소,031-681-9417,Y,1800,2023-07-10,14:18:46,경기도 평택시 안중읍 서동대로 1736,경기도 평택시 안중읍 안중리 61-17번지,36.9911165546,126.9427151786
한민족주유소,031-366-4486,Y,1800,2022-05-13,12:11:06,경기도 화성시 향남읍 푸른들판로 324-6,경기도 화성시 향남읍 장짐리 85-4번지,37.1398854912,126.9016996479
남경주유소㈜,031-474-5757,Y,1800,2022-04-07,17:02:19,경기도 안양시 만안구 경수대로 1279,경기도 안양시 만안구 석수동 102-11번지,37.4209154448,126.9079695943
일죽공단주유소,031-674-4809,Y,1800,2023-07-09,09:49:08,경기도 안성시 일죽면 일생로 167,경기도 안성시 일죽면 가리 551번지,37.0739954465,127.4909326200
엠에이치에너지 월곶동,031-431-5831,Y,1800,2022-12-29,12:47:38,경기도 시흥시 서해안로 804-1,경기도 시흥시 월곶동 645-1번지,37.3885922393,126.7477794187
미래주유소,031-821-4225,Y,1800,2023-07-10,13:19:42,경기도 의정부시 동일로 492,경기도 의정부시 신곡동 351-9번지,37.7323151797,127.0590344663
HD현대오일뱅크㈜직영 곤지암현대셀프주유소,031-762-7686,Y,1800,2023-07-10,19:08:38,경기도 광주시 곤지암읍 경충대로 567,경기도 광주시 곤지암읍 곤지암리 341-9번지,37.3489786637,127.3456888893
(주)대농석유직영 별내지점,031-572-6657,Y,1800,2022-03-28,08:13:29,경기도 남양주시 송산로 112,경기도 남양주시 별내동 140번지,37.6524505923,127.1305530240
서신농협주유소,031-357-5031,Y,1300,2023-06-01,08:36:00,경기도 화성시 서신면 궁평항로 1705,경기도 화성시 서신면 매화리 293번지,37.1669610384,126.7076765151
(주)서원 안성맞춤(평택)주유소/충전소,031-672-9622,Y,1300,2023-07-10,10:51:46,경기도 안성시 서운면 평택제천고속도로 41,경기도 안성시 서운면 신능리 51-16번지,36.9698025574,127.2755341582
드림에너지(주)배트맨주유소,031-258-0445,Y,1300,2023-07-10,18:00:42,경기도 수원시 장안구 경수대로 818,경기도 수원시 장안구 영화동 92-2번지,37.2946329109,127.0171939739
서하남(판교방향)주유소,031-795-5870,Y,1300,2023-07-10,22:03:40,경기도 하남시 수도권제1순환고속도로 19,경기도 하남시 춘궁동 212번지,37.5259090442,127.1930612331
(주)내유셀프주유소,031-963-2463,Y,1300,2023-07-10,17:36:48,경기도 고양시 덕양구 통일로 1228,경기도 고양시 덕양구 내유동 569-5번지,37.7228639824,126.8462857618
여주농협클린주유소,031-884-5189,Y,1300,2023-07-03,16:32:55,경기도 여주시 세종로 421-7,경기도 여주시 점봉동 586-14번지,37.2610800930,127.6427186923
HD현대오일뱅크㈜직영 포천대로셀프주유소,031-544-9090,Y,1300,2023-07-09,22:20:49,경기도 포천시 소흘읍 호국로 303,경기도 포천시 소흘읍 이동교리 338-30번지,37.8010031645,127.1292236642
포천제일주유소 ㈜신한에너지,031-534-5151,Y,1300,2023-06-23,17:50:15,경기도 포천시 왕방로 60,경기도 포천시 신읍동 424-3번지,37.8896502589,127.1895671578
백암농협주유소,031-334-4041,Y,1300,2023-02-24,11:42:01,경기도 용인시 처인구 백암면 백암로 196,경기도 용인시 처인구 백암면 백암리 469-1번지,37.1645146405,127.3755632299
아이언맨주유소,031-281-5185,Y,1300,2023-07-10,15:22:17,경기도 용인시 기흥구 신갈로 13,경기도 용인시 기흥구 상갈동 106-1번지,37.2678094621,127.1052817207
운정드림주유소/충전소,031-947-5189,Y,1300,2023-07-03,15:31:44,경기도 파주시 파주로 721,경기도 파주시 교하동 70-39번지,37.7457090308,126.7632143275
서일석유(주)기흥서일 주유소,031-283-5260,Y,1400,2023-07-01,07:51:35,경기도 용인시 기흥구 신수로 179,경기도 용인시 기흥구 신갈동 357-2번지,37.2854539190,127.0984772561
정남농협주유소,031-353-3323,Y,1200,2023-05-18,09:42:44,경기도 화성시 정남면 만년로 552,경기도 화성시 정남면 괘랑리 886-4번지,37.1702783994,126.9835746673
서민행복주유소,031-761-1775,Y,1250,2023-06-12,15:32:45,경기도 광주시 곤지암읍 경충대로 41,경기도 광주시 곤지암읍 신촌리 135-4번지,37.3281383983,127.3949231432
하이테크에너지㈜ 신정제일주유소,031-797-9260,Y,1250,2023-06-27,08:07:10,경기도 광주시 도척면 도척로 373,경기도 광주시 도척면 진우리 384-1번지,37.3197701169,127.3363921953
한울에너지(주)마송주유소,031-982-5036,Y,1300,2023-07-10,17:41:34,경기도 김포시 통진읍 김포대로 2397,경기도 김포시 통진읍 옹정리 54-6번지,37.6968648100,126.5829921250
회천농협클린주유소,031-858-8300,Y,1300,2023-07-03,07:08:41,경기도 양주시 평화로 1851,경기도 양주시 회정동 7-9번지,37.8542789489,127.0536711059
한국도로공사 안성(부산방향)주유소/충전소,031-651-5385,Y,1300,2023-07-10,20:52:17,경기도 안성시 원곡면 경부고속도로 365,경기도 안성시 원곡면 반제리 642-6번지,37.0135635759,127.1447184280
대성유류판매(주)주유소,031-351-8540,Y,1400,2023-07-10,11:18:56,경기도 화성시 우정읍 포승향남로 1208,경기도 화성시 우정읍 석천리 1-2번지,37.0546498395,126.7969079682
대보유통㈜ 화성(상)주유소/충전소,031-353-8148,Y,1400,2023-07-10,21:21:00,경기도 화성시 팔탄면 서해안고속도로 302-1,경기도 화성시 팔탄면 덕천리 산101-2번지,37.1446290045,126.8810449207
서창산업(주) 용인(인천방향)주유소/충전소,031-339-2262,Y,1400,2023-07-02,08:41:44,경기도 용인시 처인구 주북로 66-16,경기도 용인시 처인구 고림동 88-1번지,37.2480921182,127.2369941715
용인대주유소,031-333-0074,Y,1400,2023-06-24,18:47:16,경기도 용인시 처인구 이동읍 백자로 152,경기도 용인시 처인구 이동읍 서리 633-2번지,37.2099662794,127.1700136978
장현주유소,031-958-8588,Y,1400,2023-07-08,08:57:19,경기도 파주시 적성면 율곡로 2693,경기도 파주시 적성면 장현리 371-1번지,37.9847695101,126.9712796169
소유에너지 대명주유소,031-857-1411,Y,1400,2023-07-04,08:45:51,경기도 동두천시 평화로 3188,경기도 동두천시 하봉암동 142-14번지,37.9705274763,127.0679625556
남부주유소,031-681-9007,Y,1400,2023-07-10,20:05:08,경기도 평택시 청북읍 청오로 396,경기도 평택시 청북읍 토진리 403-2번지,37.0340791432,126.9603690733
성동에너지(주) 건설주유소,031-533-5105,Y,1400,2023-06-27,11:05:14,경기도 포천시 창수면 전영로 1252,경기도 포천시 창수면 오가리 179-2번지,38.0170980214,127.1983379974
(주)GS파트너주유소,031-635-5155,Y,1400,2023-07-10,15:10:35,경기도 이천시 호법면 중부대로 908-3,경기도 이천시 호법면 유산리 800-8번지,37.2437049301,127.4329134050
(주)삼호에너지 서파주유소,031-531-5182,Y,1400,2023-05-04,18:39:01,경기도 포천시 내촌면 금강로 3140,경기도 포천시 내촌면 신팔리 91-6번지,37.8408756963,127.2746138360
천지주유소,031-542-0010,Y,1400,2022-04-12,14:56:50,경기도 포천시 소흘읍 호국로 52,경기도 포천시 소흘읍 이동교리 730-2번지,37.7803645007,127.1184022885
서창산업㈜죽전(상)주유소,031-262-4601,Y,1400,2023-07-10,22:59:44,경기도 용인시 수지구 경부고속도로 400,경기도 용인시 수지구 죽전동 866-2번지,37.3325640693,127.1048754420
동양산업(주)마도주유소,031-357-9909,Y,1400,2022-08-08,14:58:33,경기도 화성시 마도면 화성로 873,경기도 화성시 마도면 두곡리 450-1번지,37.2051096605,126.7844258161
다복주유소,031-681-5181,Y,1400,2023-07-10,21:30:04,경기도 평택시 현덕면 서해로 399,경기도 평택시 현덕면 권관리 919-10번지,36.9367460164,126.9154417760
대보건설(주) 성남(구리방향)주유소,031-759-0178,Y,1400,2023-07-07,22:16:42,경기도 성남시 수정구 산성대로 41,경기도 성남시 수정구 수진동 4709번지,37.4355432916,127.1231893008
서창산업(주) 용인(강릉방향)주유소/충전소,031-332-3221,Y,1400,2023-07-07,05:56:27,경기도 용인시 처인구 양지면 주북로94번길 30,경기도 용인시 처인구 양지면 주북리 958-3번지,37.2458264189,127.2437672546
김포현대하이웨이주유소,031-998-5104,Y,1490,2023-07-08,18:25:54,경기도 김포시 김포대로 970,경기도 김포시 북변동 800번지,37.6284812961,126.7126394806
월곶하이웨이주유소,031-497-2700,Y,1490,2023-07-10,14:07:33,경기도 시흥시 동서로 174,경기도 시흥시 월곶동 1059-4번지,37.3822808201,126.7661299271
흥산에너지,031-848-0723,Y,1500,2022-05-12,12:55:36,경기도 의정부시 금신로 91,경기도 의정부시 신곡동 312-38번지,37.7289885250,127.0636728897
HD현대오일뱅크㈜직영 덕이주유소,031-914-8363,Y,1500,2023-07-10,21:32:25,경기도 고양시 일산서구 송산로 591,경기도 고양시 일산서구 덕이동 862-3번지,37.6930824918,126.7420711864
에이스주유소,031-959-5152,Y,1500,2022-04-19,17:41:18,경기도 파주시 파평면 청송로 508,경기도 파주시 파평면 덕천리 291-1번지,37.9355575260,126.8668701368
(주)오늘에이엠씨 오늘주유소 아미점,031-632-5189,Y,1500,2023-06-27,16:43:26,경기도 이천시 대월면 경충대로 1960,경기도 이천시 대월면 사동리 382-6번지,37.2436337912,127.4994024524
(주)천년지기주유소,031-653-1024,Y,1500,2023-03-23,16:35:13,경기도 평택시 서동대로 3622,경기도 평택시 합정동 79-30번지,36.9854357428,127.1120940920
(주)따뜻한놈들,031-884-5149,Y,1500,2023-07-10,21:10:13,경기도 여주시 가남읍 경충대로 1477,경기도 여주시 가남읍 신해리 640-1번지,37.2150993352,127.5340491327
우주주유소,031-963-5191,Y,1500,2023-07-10,17:12:50,경기도 고양시 덕양구 호국로 1693,경기도 고양시 덕양구 벽제동 262-5번지,37.7023208437,126.9037080157
교하셀프주유소,031-946-5301,Y,1500,2023-07-10,17:25:50,경기도 파주시 교하로 926,경기도 파주시 문발동 549-2번지,37.7284879732,126.7067362675
서여주(양평방향)주유소/충전소,031-885-9764,Y,1500,2023-07-10,08:27:52,경기도 여주시 세종대왕면 중부내륙고속도로 272,경기도 여주시 세종대왕면 매류리 1-48번지,37.2786800063,127.5805186511
HD현대오일뱅크㈜직영 탄현셀프주유소,031-918-8071,Y,1500,2023-07-10,13:18:02,경기도 고양시 일산서구 경의로 829,경기도 고양시 일산서구 덕이동 260-3번지,37.6916317173,126.7591447582
㈜서정산업 주유소,031-353-3660,Y,1500,2023-04-05,19:15:59,경기도 화성시 향남읍 3.1만세로 972,경기도 화성시 향남읍 제암리 286-4번지,37.1246300450,126.8974294349
(주)삼표에너지 동해주유소,02-3159-9774,Y,1500,2022-10-04,09:02:02,경기도 고양시 덕양구 중앙로 110,경기도 고양시 덕양구 화전동 175-15번지,37.5989411238,126.8746726891
연세에너지(주),031-959-8975,Y,1500,2023-07-10,10:26:11,경기도 파주시 월롱면 엘지로 185,경기도 파주시 월롱면 덕은리 555-4번지,37.8110883425,126.7790151896
(주)소모 파주주유소,031-944-5114,Y,1500,2023-04-13,16:54:45,경기도 파주시 탄현면 엘지로 615,경기도 파주시 탄현면 낙하리 292번지,37.8275732144,126.7375273152
서여주(창원방향)주유소,031-884-9718,Y,1500,2023-07-10,07:35:52,경기도 여주시 세종대왕면 중부내륙고속도로 271,경기도 여주시 세종대왕면 매류리 1-8번지,37.2782215813,127.5786005276
축석주유소,031-847-6563,Y,1500,2023-01-12,15:43:44,경기도 의정부시 호국로 1755,경기도 의정부시 자일동 228-1번지,37.7641683161,127.0916684615
YM21유통㈜안성맞춤(제천)주유소,031-674-8644,Y,1500,2022-09-16,07:59:38,경기도 안성시 서운면 평택제천고속도로 40,경기도 안성시 서운면 신능리 51-11번지,36.9680334123,127.2743148193
(주)대미주유소,031-502-0833,Y,1500,2023-07-10,10:42:55,경기도 군포시 군포로 10,경기도 군포시 도마교동 446번지,37.3166080116,126.9151312854
김포주유소,031-989-5133,Y,1500,2022-03-25,10:14:58,경기도 김포시 대곶면 대곶북로 210,경기도 김포시 대곶면 송마리 3-24번지,37.6649654214,126.5804141545
SK향남주유소,031-366-0252,Y,1500,2023-04-06,07:48:08,경기도 화성시 향남읍 서해로 430-9,경기도 화성시 향남읍 상신리 612-3번지,37.0998215075,126.9024424913
지에스칼텍스(주)직영 동방주유소,031-663-8951,Y,1500,2023-07-10,09:20:28,경기도 평택시 경기대로 1624,경기도 평택시 신장동 75-1번지,37.0892826416,127.0633953754
